
"TA2ID;English;Latin;Français;Español;Portugues;Italiano;Parsi"
"2186;Ceratopharyngeal part of middle pharyngeal constrictor;Pars ceratopharyngea constrictoris medii pharyngis;Partie cératopharyngienne du constricteur moyen du pharynx;Porción ceratofaríngea del constrictormedio de la faringe;Parte ceratofaríngea do constritor médio da faringe;Parte ceratofaringea del costrittore faringeo medio;بخش شاخی-تنگ کننده میانی گلو"
"2187;Inferior pharyngeal constrictor;Constrictor inferior pharyngis;Constricteur inférieur du pharynx;Constrictor inferior de la faringe;Constritor inferior da faringe;Muscolo costrittore inferiore della faringe;تنگ کننده پایینی گلو"
"2188;Thyropharyngeal part of inferior pharyngeal constrictor;Pars thyreopharyngea constrictoris inferioris pharyngis;Partie thyropharyngienne du constricteur inf. du pharynx;Porción tirofaríngea del constrictor inferior de la faringe;Parte tireofaríngea do constritor inferior da faringe;Parte tireofaringea del costrittore faringeo inferiore;بخش سپری-تنگ کننده پایینی گلو"
"2189;Cricopharyngeal part of inferior pharyngeal constrictor;Pars cricopharyngea constrictoris musculus inf. pharyngis;Partie cricopharyngienne du constricteur inf. du pharynx;Porción cricofaríngea del constrictor inferior de la faringe;Parte cricofaríngea do constritor inferior da faringe;Parte cricofaringea del m. costrittore inf. della faringe;بخش انگشتری-تنگ کننده پایینی گلو"
"2190;Stylopharyngeus muscle;Musculus stylopharyngeus;Muscle stylopharyngien;Músculo estilofaríngeo;Músculo estilofaríngeo;Muscolo stilofaringeo;ماهیچه نیزه ای- گلویی"
"2191;Salpingopharyngeus muscle;Musculus salpingopharyngeus;Muscle salpingopharyngien;Músculo salpingofaríngeo;Músculo salpingofaríngeo;Muscolo salpingofaringeo;ماهیچه لوله شنوایی -گلویی"
"2192;Laryngeal muscles;Musculi laryngis;Muscles du larynx;Músculos laríngeos;Músculos laríngeos;Muscoli laringei;ماهیچه های خشک نای"
"2193;Cricothyroid muscle;Musculus cricothyreoideus;Muscle cricothyroïdien;Músculo cricotiroideo;Músculo cricotireóideo;Muscolo cricotiroideo;مایچه انگشتری -سپری"
"2194;Straight part of cricothyroid muscle;Pars recta musculi cricothyreoidei;Partie droite du muscle cricothyroïdien;Porción recta del músculo cricotiroideo;Parte reta do músculo cricotireóideo;Parte rettilinea del muscolo cricotiroideo;بخش راست ماهیچه انگشتری- سپری"
"2195;Oblique part of cricothyroid muscle;Pars obliqua musculi cricothyreoidei;Partie oblique du muscle cricothyroïdien;Porción oblicua del músculo cricotiroideo;Parte oblíqua do músculo cricotireóideo;Parte obliqua del muscolo cricotiroideo;بخش اریب ماهیچه انگشتری- سپری"
"2196;Posterior crico-arytenoid muscle;Musculus cricoarytenoideus posterior;Muscle crico-aryténoïdien postérieur;Músculo crico-aritenoideo posterior;Músculo crico-aritenóide posterior;Muscolo crico-aritenoideo posteriore;ماهیچه انگشتری-دیماسه ای پسی"
"2197;(Ceratocricoid muscle);(Musculus ceratocricoideus);(Muscle cératocricoïdien);(Músculo ceratocricoideo);(Músculo ceratocricóide);Muscolo ceratocricoideo;ماهیچه شاخی-انگشتری"
"2198;Lateral crico-arytenoid muscle;Musculus cricoarytendoideus lateralis;Muscle crico-aryténoïdien latéral;Músculo cricoaritenoideo lateral;Músculo crico-aritenóideo lateral;Muscolo crico-aritenoideo laterale;ماهیچه انگشتری-دیماسه ای- بیرونی"
"2199;Thyro-arytenoid muscle;Musculus thyreoarytenoideus;Muscle thyro-aryténoïdien;Músculo tiroaritenoideo;Músculo tiro-aritenóideo;Muscolo tireo-aritenoideo;مایچه سپری- دیماسه ای"
"2200;External part of thyro-arytenoid muscle;Pars externa musculi thyreoarytenoidei;Partie externe du muscle thyro-aryténoïdien;Porción externa del músculo tiroaritenoideo;Parte externa do músculo tireo-aritenóideo;Parte esterna del muscolo tireo-aritenoideo;بخش بیرونی ماهیچه سپری- دیماسه ای"
"2201;Thyro-epiglottic part of thyro-arytenoid muscle;Pars thyreoepiglottica musculi thyreoarytenoidei;Partie thyro-épiglottique du muscle thyro-aryténoïdien;Porción tiroepiglótica del músculo tiroaritenoideo;Parte tireo-epiglótica do músculo tireo-aritenóideo;Parte tireo-epiglottica del muscolo tireo-aritenoideo;بخش سپری- روزبانی ماهیچه سپری- دیماسه ای"
"2202;Vocalis muscle;Musculus vocalis;Muscle vocal;Músculo vocal;Músculo vocal;Muscolo vocale;ماهیچه آوایی"
"2203;Oblique arytenoid muscle;Musculus arytenoideus obliquus;Muscle arythénoïde oblique;Músculo aritenoideo oblicuo;Músculo aritenóideo oblíquo;Muscolo aritenoideo obliquo;ماهیچه دیماسه ای اریب"
"2204;Ary-epiglottic part of oblique arytenoid muscle;Pars aryepiglottica musculi arytenoidei obliqui;Partie ary-épiglottique du muscle aryténoïdien oblique;Porción ariepiglótica del músculo aritenoideo oblicuo;Parte ari-epiglótica do músculo aritenóideo oblíquo;Parte ari-epiglottica del muscolo aritenoideo obliquo;بخش دیماسه ای- رو زبانی ماهیچه دیماسه ای اریب"
"2205;Transverse arytenoid muscle;Musculus arytenoideus transversus;Muscle aryténoïdien transverse;Músculo aritenoideo transverso;Músculo aritenóideo transverso;Muscolo aritenoideo trasverso;مایچه دیماسه ای-پودی"
"2206;Cervical fasciae;Fasciae cervicales;Fascias cervicaux;Fascias cervicales;Fáscias cervicais;Fasce cervicali;پوشش های گردنی"
"2207;Superficial investing cervical fascia;Fascia investiens superficialis colli lamina;Fascia engainant superficiel du cou;Fascia de revestimiento superficial del cuello;Fáscia cervical de revestimento superficial;Lamina superficiale della fascia cervicale;بخش پوسته ای پوشش دربرگیرنده گردن"
"2208;Suprasternal space;Spatium suprasternale;Espace suprasternal;Espacio supraesternal;Espaço supraesternal;Spazio sovasternale;فراخه بالای جناغی"
"2209;Fascia of infrahyoid muscles;Fascia musculorum infrahyoideorum;Fascia des muscles infrahyoïdiens;Fascia de los músculos infrahioideos;Fáscia dos músculos infrahióideos;Fascia dei muscoli infraioidei;پوشش ماهیچه های زیر استخوان لامی"
"2210;Visceral cervical fascia;Fascia visceralis colli;Fascia visceral du cou;Fascia visceral del cuello;Fáscia cervical visceral;Fascia cervicale viscerale;لایه شفاف پستوی شفاف"
"2211;Buccopharyngeal fascia;Fascia buccopharyngea;Fascia buccopharyngé;Fascia bucofaríngea;Fáscia bucofaríngea;Fascia buccofaringea;پوشش گونه ای- گلویی"
"2212;Pretracheal fascia;Fascia pretrachealis;Fascia prétrachéal;Fascia pretraqueal;Fáscia prétraqueal;Lamina pretracheale;پوشش جلوی نای"
"2213;Suspensory ligament of thyroid gland;Ligamentum suspensorium glandulae thyreoideae;Ligament suspenseur de la glande thyroïde;Ligamento suspensorio de la glándula tiroides;Ligamento suspensor da glândula tireóide;Legamento sospensore della ghiandolaa tiroidea;بندیزه آویزان کننده دژپیه سپری"
"2214;Carotid sheath;Vagina carotidis;Gaine carotidienne;Vaina carotídea;Bainha carotídea;Guaina carotidea;نیام سرخرگ خواب"
"2215;Deep investing cervical fascia;Fascia investiens profunda colli;Fascia engainant du cou profond;Fascia de revestimiento profundo del cuello;Fáscia cervical com revestimento profundo;Fascia di rivestimento profonda del collo;لایه ژرف پوشش دربرگیرنده گردن"
"2216;Prevertebral fascia;Fascia prevertebralis;Fascia prévertébral;Fascia prevertebral;Fáscia prévertebral;Fascia prevertebrale;پوشش پیش مهره ای"
"2217;Alar fascia;Fascia alaris;Fascia alaire;Fascia alar;Fáscia alar;Fascia alare;پوشش بالی"
"2218;Scalene fascia;Fascia scalena;Fascia du scalène;Fascia escalena;Fáscia escalena;Fascia scalena;پوشش ماهیچه های نابرابر"
"2219;Nuchal fascia;Fascia nuchae;Fascia nuchal;Fascia nucal;Fáscia nucal;Fascia nucale;پوشش پس گردنی"
"2220;Cervical bursae;Bursae cervicales;Bourses cervicales;Bolsas cervicales;Bolsas cervicais;Borse sinoviali cervicali;کیسه های گردنی"
"2221;Subcutaneous bursa of laryngeal prominence;Bursa subcutanea prominentiae laryngeae;Bourse sous-cutanée de la proéminence laryngée;Bolsa subcutánea de la prominencia laríngea;Bolsa subcutânea de proeminência laríngea;Borsa sottocutanea della prominenza laringea;کیسه زیرپوستی برامدگی خشک نای"
"2222;Infrahyoid bursa;Bursa infrahyoidea;Bourse infrahyoïde;Bolsa infrahioidea;Bolsa infra-hióidea;Borsa sottoioidea;کیسه های زیر لامی"
"2223;Retrohyoid bursa;Bursa retrohyoidea;Bourse rétrohyoïde;Bolsa retrohioidea;Bolsa retro-hióidea;Borsa retroioidea;کیسه پشت لامی"
"2224;Dorsal part of muscular system;Pars dorsalis systematis muscularis;Partie dorsale du système musculaire;Porción dorsal del sistema muscular;Parte dorsal do sistema muscular;Parte dorsale del sistema muscolare;بخش پشتی دستگاه ماهیچه ای"
"2225;Hypaxial muscles of back;Musculi hypaxiales dorsi;Muscles hipaxiaux du dos;Músculos hipaxiales del dorso;Músculos hipaxiais das costas;Muscoli ipoassiali della schiena;ماهیچه های زیرآسه ای پشت"
"2226;Trapezius muscle;Musculus trapezius;Muscle trapèze;Músculo trapecio;Músculo trapézio;Muscolo trapezio;ماهیچه فروهشته"
"2227;Descending part of trapezius muscle;Pars descendens musculi trapezii;Partie descendante du trapèze;Porción descendente del músculo trapecio;Parte descendente do músculo trapézio;Parte discendente del muscolo trapezio;بخش فرودی ماهیچه فروهشته"
"2228;Transverse part of trapezius muscle;Pars transversa musculi trapezii;Partie transverse du trapèze;Porción transversa del músculo trapecio;Parte transversal do músculo trapézio;Parte trasversale del muscolo trapezio;بخش پودی ماهیچه فروهشته"
"2229;Ascending part of trapezius muscle;Pars ascendens musculi trapezii;Partie ascendante du trapèze;Porción ascendente del músculo trapecio;Parte ascendente do músculo trapézio;Parte ascendente del muscolo trapezio;بخش فرازی ماهیچه فروهشته"
"2230;(Transversus nuchae muscle);(Musculus transversus nuchae);(Muscle transverse de la nuque);(Músculo transverso de la nuca);(Músculo transverso da nuca);Muscolo trasverso della nuca;ماهیچه پودی پس گردن"
"2231;Latissimus dorsi muscle;Musculus latissimus dorsi;Muscle grand dorsal;Músculo latísimo del dorso;Músculo grande dorsal;Muscolo grande dorsale;ماهیچه پهن پشتی"
"2232;Rhomboid major muscle;Musculus rhomboideus major;Muscle grand rhomboïde;Músculo romboides mayor;Músculo rombóide principal;Muscolo grande romboide;ماهیچه بادام گونه بزرگ"
"2233;Rhomboid minor muscle;Musculus rhomboideus minor;Muscle petit rhomboïde;Músculo romboides menor;Músculo rombóide menor;Muscolo piccolo romboide;ماهیچه بادام گونه کوچک"
"2234;Levator scapulae;Levator scapulae;Muscle élévateur de la scapula;Elevador de la escápula;Levantador da escápula;Muscolo elevatore delle scapole;ماهیچه بالابرنده استخوان شانه"
"2235;Serratus posterior inferior muscle;Musculus serratus posterior inferior;Muscle dentelé postéro-inférieur;Músculo serrato posterior inferior;Músculo serrátil postero-inferior;Muscolo dentato postero-inferiore;ماهیچه دندانه ای پسی-پایینی"
"2236;Serratus posterior superior muscle;Musculus serratus posterior superior;Muscle dentelé postéro-supérieur;Músculo serrato posterior superior;Músculo serrátil postero-superior;Muscolo serrato postero-superiore;ماهیچه دندانه ای پسی- بالایی"
"2237;Anterior intertransversarii colli muscles;Musculi intertransversarii anteriores colli;Muscles intertransversaires antérieurs du cou;Músculos intertransversarios anteriores del cuello;Músculos intertransversários anteriores do pescoço;Muscoli intertrasversari anteriori del collo;ماهیچه های بین افزونه پودی پیشی گردن"
"2238;Lateral posterior intertransversarii colli muscles;Musculi intertransversarii posteriores laterales colli;Muscles intertransversaires latéraux postérieurs du cou;Músculos intertransversarios posteriores laterales del cuello;Músculos intertransversários laterais posteriores do pescoço;Muscoli intertrasversali posteriori laterali del collo;ماهیچه های بین افزونه پودی بیرونی-پسی گردن"
"2239;Lateral intertransversarii lumborum muscles;Musculi intertransversarii laterales lumborum;Muscles intertransversaires latéraux des lombes;Músculos lumbares intertransversarios laterales;Músculos lombares intertransversários laterais;Muscoli intertrasversali laterali lombari;ماهیچه های بین افزونه پودی بیرونی کمری"
"2240;Dorsal parts of lateral intertransversarii lumborum muscles;Partes dors. musculorum intertransversariorum lat. lumborum;Parties dorsales des muscles intertransv. lat. des lombes;Partes dorsales de los m. lumbares intertransversarios lat.;Partes dors. dos músculos intertransv. lombares lat.;Parti dorsali dei muscoli intertrasversari laterali lombari;بخش پشتی ماهیچه بین افزونه ای کمری بیرونی"
"2241;Ventral parts of lateral intertransversarii lumborum muscles;Partes vent. musculorum intertransversariorum lat. lumborum;Parties ventrales des muscles intertransv. lat. des lombes;Partes ventrales de los m. lumbares intertransvarios lat.;Partes vent. dos músculos lombares intertransv. lat.;Parti ventrali dei muscol intertrasversari laterali lombari;بخش شکمی ماهیچه بین افزونه ای کمری بیرونی"
"2242;Thoracolumbar fascia;Fascia thoracolumbalis;Fascia thoracolombaire;Fascia toracolumbar;Fáscia toracolombar;Fascia toracolombare;پوشش سینه ای کمری"
"2243;Posterior layer of thoracolumbar fascia;Lamina posterior fasciae thoracolumbaris;Lame postérieure du fascia thoracolombaire;Lámina posterior de la fascia toracolumbar;Camada posterior da fáscia toracolombar;Lamina posteriore della fascia toracolombare;لایه پسی پوشش سینه ای کمری"
"2244;Thoracolumbar aponeurosis;Aponeurosis thoracolumbalis;Aponévrose thoracolombaire;Aponeurosis toracolumbar;Aponeurose toracolombar;Aponeurosi toracolombare;نیام سینه ای کمری"
